Ordi,S,N,P,R,DDX,DDY,DDZ,DDX5,DDY5,DDX10,DDY10,LX,D5,D10,TDS,TDB,TDN,DB,DS,DN
Ordi,S,N,P,R,DDX,DDY,DDZ,DDX5,DDY5,DDX10,DDY10,LX,D5,D10,TDS,TDB,TDN(et),DB,DS,DN(et)
序,代码,名称,最新,涨幅%,DDX,DDY,DDZ,5日DDX,5日DDY,10日DDX,10日DDY,连续,5日内,10日内,特大买入%,特大卖出%,特大单净比%,大单买入%,大单卖出%,大单净比%
1506,543,皖能电力,6.97,1.01,-0.076,0.177,4.22,-1.122,-0.478,-2.196,-1.794,0,0,0,11.14,11.69,-0.55,40.09,42.11,-2.02
1507,534,万泽股份,8.04,2.42,-0.076,0.115,0.73,0.28,2.455,0.535,3.606,0,2,5,11.59,28.86,-17.28,35.87,20.27,15.6
1508,600572,康恩贝,17.1,-1.1,-0.077,-0.021,-9.51,-0.205,-0.015,-0.402,-0.075,0,1,2,4.74,13.68,-8.94,24.68,24.01,0.67
1509,600359,新农开发,8.67,0,-0.077,-0.056,-4.66,0.3,0.343,0.011,-0.19,0,4,5,0,0.27,-0.27,12.07,15.96,-3.89
1510,300298,三诺生物,42.86,1.04,-0.077,-0.087,-5.9,-0.218,-0.418,0.1,-0.294,0,2,4,4.55,2.64,1.92,27.64,33.16,-5.52
1511,2461,珠江啤酒,14.79,-0.94,-0.077,-0.154,-31.06,-0.382,-0.515,-0.563,-0.882,0,0,2,0,3.21,-3.21,5.56,23.35,-17.79
1512,2423,中原特钢,11.46,0.88,-0.077,-0.117,-3.66,0.267,0.833,-0.423,-0.397,0,3,4,8.2,6.85,1.35,26.4,29.5,-3.1
1513,600724,宁波富达,4.8,-1.03,-0.079,-0.091,-15.67,-0.16,-0.061,-0.237,-0.161,0,2,4,0.05,1.96,-1.91,30.53,38.12,-7.59
1514,600525,长园集团,12.57,-0.87,-0.079,-0.123,-16.42,-0.225,-0.51,-0.677,-0.799,0,1,2,0.61,5.93,-5.32,18.83,24.2,-5.36
1515,600206,有研新材,12.96,0,-0.079,-0.101,-8.14,-0.518,-0.355,-0.979,-0.896,0,1,3,2.31,3.54,-1.24,28.37,32.07,-3.71
1516,600027,华电国际,3.89,0.26,-0.079,-0.061,-16.82,0.02,0.083,0.098,0.043,0,1,5,8.56,6.65,1.91,18.64,32.57,-13.92
1517,2515,金字火腿,19.98,0.3,-0.079,-0.12,-8.54,0.133,0.1,-0.882,-1.843,0,2,4,0,0.05,-0.05,24.24,29.56,-5.31
1518,2240,威华股份,24.41,1.29,-0.079,-0.09,-5.8,-0.903,-1.015,-1.045,-4.065,0,0,2,5.86,7.54,-1.68,30.72,32.29,-1.57
1519,822,*ST海化,3.84,-0.52,-0.079,-0.223,-16.32,-0.145,-0.365,-0.393,-1.113,0,2,4,0,0,0,10.01,20.47,-10.46
1520,703,恒逸石化,8.14,-0.49,-0.079,-0.155,-15.1,-1.583,-1.343,-0.656,-0.897,0,0,5,3.87,5.95,-2.09,18.67,25.11,-6.44
1521,600156,华升股份,5.97,-0.83,-0.08,-0.179,-5.23,0.404,0.42,0.106,0.122,0,2,4,0,0.05,-0.05,18.49,21.73,-3.24
1522,2435,长江润发,10.03,-0.89,-0.08,-0.166,-12.24,-0.494,-0.379,-0.396,-0.391,0,2,5,1.24,0.89,0.35,22.14,29.27,-7.13
1523,2344,海宁皮城,14.67,0.07,-0.08,-0.192,-17.96,-0.253,-0.373,-0.852,-1.01,0,1,1,8.53,4.72,3.8,18.22,30.36,-12.14
1524,917,电广传媒,17.18,0.35,-0.08,-0.215,-11.09,-0.612,-0.367,-1.909,-1.932,0,1,1,12.6,17.56,-4.96,35.84,33.76,2.08
1525,37,深南电Ａ,4.73,0.64,-0.08,-0.173,-5.35,-0.128,-0.444,-1.679,-3.185,0,2,3,4.22,13.24,-9.02,22.61,16.39,6.22
1526,600377,宁沪高速,6.27,-0.79,-0.081,-0.041,-31.89,0.026,0.092,-0.013,0.001,0,1,1,0,8.44,-8.44,17.76,35.01,-17.24
1527,600197,伊力特,10.29,0.19,-0.081,-0.121,-7.92,0.19,-0.096,-0.288,-0.435,0,2,2,0,3.91,-3.91,24.05,25.21,-1.16
1528,608,阳光股份,4.41,-0.23,-0.081,-0.135,-20.75,-0.127,-0.126,-0.478,-0.749,0,2,3,0,4.27,-4.27,20.31,28.64,-8.33
1529,600208,新湖中宝,3.84,-0.78,-0.082,-0.097,-31.55,-0.206,-0.167,-0.175,-0.184,0,0,3,5.78,10.84,-5.06,25.58,37.58,-12
1530,600117,西宁特钢,4.31,0,-0.082,-0.186,-4.14,-0.292,-1.068,2.102,0.417,0,1,4,3.25,1.29,1.96,16.13,20.65,-4.52
1531,2372,伟星新材,13.32,-0.45,-0.083,-0.192,-18.62,-0.8,-1.073,-0.932,-1.525,0,1,3,0,0,0,7.01,20.13,-13.12
1532,831,五矿稀土,24.42,0.74,-0.083,-0.073,-8.38,-0.355,-0.353,-0.414,-0.719,0,2,4,6.48,10.45,-3.98,37.39,38.1,-0.71
1533,748,长城信息,25.2,-0.4,-0.083,-0.111,-31.74,-0.619,-0.48,-0.708,-0.58,0,0,2,6.8,13.37,-6.57,40.71,46.11,-5.4
1534,589,黔轮胎Ａ,5.65,0.18,-0.083,-0.081,-6.87,0.073,0.231,-0.622,-1.015,0,1,2,0,0,0,19.11,24.47,-5.35
1535,600459,贵研铂业,18.31,0.11,-0.084,-0.108,-4.27,-0.083,0.133,-0.708,-0.76,0,2,2,0.11,0.05,0.07,17.14,20.45,-3.31
1536,600355,精伦电子,9.25,0.22,-0.084,-0.084,-4.33,-0.393,-0.274,-0.604,-0.853,0,1,3,2,0,2,16.14,21.57,-5.43
1537,300145,南方泵业,20.55,-1.72,-0.084,-0.349,-29.99,0.052,-0.761,-0.103,-1.055,0,3,4,0,0,0,12.53,25.68,-13.15
1538,2706,良信电器,35.57,0.28,-0.084,-0.003,-1.62,-1.352,-0.765,-2.42,-4.69,0,1,3,0.77,0,0.77,12.18,14.49,-2.31
1539,2315,焦点科技,47.28,0.57,-0.084,-0.493,-11.78,-0.016,-0.269,-0.879,-1.798,0,3,4,2.76,5.4,-2.63,39.67,39.05,0.63
1540,2224,三 力 士,7.16,0,-0.084,-0.324,-8.68,0.189,0.555,0.496,0.295,0,3,6,13.11,6.48,6.63,26.9,35.8,-8.9
1541,2174,游族网络,52.39,0,-0.084,-0.035,-4.9,-1.056,-1.553,-1.805,-2.715,0,0,2,1.77,5.38,-3.61,32.95,33.24,-0.29
1542,953,河池化工,6.36,0.32,-0.084,-0.236,-12.02,-0.241,-0.398,-1.108,-1.879,0,1,2,0,17.53,-17.53,25.67,13.6,12.07
1543,600690,青岛海尔,17.04,0.29,-0.085,-0.063,-11.79,0.126,0.282,-0.006,0.074,0,4,5,10.09,14.71,-4.63,23.51,26.94,-3.43
1544,600352,浙江龙盛,14.71,1.52,-0.085,-0.028,-3.12,-1.096,-0.579,-3.59,-3.109,0,0,1,22.86,28.23,-5.37,30.66,27.5,3.16
1545,600089,特变电工,9.94,0.61,-0.086,-0.058,-4.57,0.848,1.247,0.515,0.882,0,3,4,9.37,11.15,-1.78,28.35,29.71,-1.36
1546,850,华茂股份,5.13,0.59,-0.086,0.041,-5.6,-0.33,-0.038,-0.556,-0.467,0,0,1,5.91,9.99,-4.08,21,23.94,-2.94
1547,600380,健康元,5.72,0,-0.087,-0.031,-13.86,-0.051,0.04,-0.157,-0.073,0,3,4,0.01,0.84,-0.84,20.48,31.92,-11.44
1548,2382,蓝帆医疗,22.73,-1.3,-0.087,-0.144,-16.78,-0.375,-0.576,0.261,0.246,0,0,5,0,7.13,-7.13,21.75,24.8,-3.05
1549,701,厦门信达,11.38,0,-0.087,-0.183,-4.69,0.633,1.349,0.017,-0.213,0,1,1,1.29,0,1.29,16.46,20.83,-4.37
1550,600522,中天科技,15.03,0.13,-0.088,0.006,-2.48,-0.189,0.4,-0.766,-0.097,0,1,3,6.52,6.47,0.06,30.38,33.01,-2.63
1551,2569,步森股份,19.69,-1.6,-0.088,-0.419,-5.44,0.624,0.313,1.073,0.414,0,3,8,2.23,3.36,-1.13,27.11,27.61,-0.51
1552,902,新洋丰,11.34,-0.26,-0.088,-0.323,-12.61,-0.147,-0.243,-1.675,-1.995,0,2,3,7.44,6.23,1.21,25.56,30.78,-5.22
1553,732,泰禾集团,10.12,-1.08,-0.088,-0.151,-32.1,-0.112,-0.342,0.686,-0.253,0,2,5,4.76,12.13,-7.36,16.88,26.79,-9.91
1554,600403,大有能源,6.12,0.33,-0.089,-0.412,-7.35,-0.21,-0.446,-0.984,-1.754,0,0,1,0,0,0,11.94,16.04,-4.1
1555,600293,三峡新材,6.24,0.81,-0.089,-0.105,-6.32,0.041,0.123,-0.132,-0.102,0,3,5,1.66,0.74,0.92,24.67,29.88,-5.21
1556,601116,三江购物,8.28,-0.12,-0.09,-0.129,-9.24,-0.04,0.04,-0.17,-0.266,0,2,3,0,0,0,10.27,17.74,-7.47
1557,600810,神马股份,6.46,0,-0.09,-0.071,-9.33,-0.072,0.029,-0.244,-0.645,0,1,4,0,1.43,-1.43,17.09,23.35,-6.26
1558,600703,三安光电,15.04,0.47,-0.09,-0.149,-13.83,-0.089,-0.049,-0.291,-0.373,0,3,5,13.77,17.86,-4.09,29.79,31.33,-1.54
1559,600433,冠豪高新,12.16,0.08,-0.09,0.009,-1.86,0.008,0.433,-0.17,0.308,0,3,4,25.95,25.05,0.9,30.49,33.44,-2.94
1560,2231,奥维通信,9.32,-0.43,-0.09,-0.146,-3.83,1.777,1.884,0.755,0.008,0,2,3,0,0,0,19.05,21.71,-2.66
1561,559,万向钱潮,14.13,-0.07,-0.09,-0.151,-10.36,-0.206,-0.255,-0.789,-1.349,0,2,4,11.69,15.65,-3.96,31.83,32,-0.17
1562,100,TCL 集团,2.63,0,-0.09,0.06,-0.48,0.252,0.4,-0.89,-1.383,0,3,3,26.08,27.12,-1.04,27.02,28.79,-1.77
1563,300077,国民技术,29.59,-0.17,-0.091,-0.114,-4.73,-1.591,-1.446,-1.414,-2.181,0,1,3,6.16,9.91,-3.74,38.61,37.07,1.53
1564,601965,中国汽研,13.48,0.67,-0.092,-0.314,-5.63,-1.122,-0.62,-2.104,-1.617,0,0,1,2.22,2.74,-0.53,18.84,21.09,-2.25
1565,600383,金地集团,9.29,0.98,-0.092,-0.053,-27.66,-0.1,-0.087,-0.16,-0.154,0,1,1,6.86,9.72,-2.86,16.77,35.01,-18.24
1566,600768,宁波富邦,13.03,0.62,-0.093,-0.086,-6.67,-0.369,-0.236,-0.352,-0.49,0,1,4,0,0,0,11.78,17.5,-5.72
1567,2008,大族激光,20.27,0.55,-0.093,-0.19,-12.18,-0.241,-0.331,0.337,0.24,0,2,5,9.83,14.58,-4.75,32.29,31.98,0.31
1568,601801,皖新传媒,16.74,-0.89,-0.094,-0.162,-22.09,0.34,-0.18,0.25,-0.349,0,2,3,2.96,6.94,-3.99,18.45,27.32,-8.87
1569,601677,明泰铝业,12.52,1.05,-0.094,0.206,-0.78,-0.121,0.338,-0.885,-1.091,0,2,3,0.04,0,0.04,16.52,17.97,-1.46
1570,600853,龙建股份,3.39,0,-0.094,-0.063,-7.34,0.03,-0.109,-0.304,-0.489,0,3,5,1.11,0,1.11,9.55,17.25,-7.71
1571,300176,鸿特精密,15.07,0.13,-0.094,-0.078,-8.43,-0.976,-0.707,-0.957,-0.862,0,0,2,0,0,0,17.5,24.27,-6.77
1572,2610,爱康科技,20.5,0.64,-0.094,-0.43,-11.58,-0.049,-0.464,-0.693,-1.102,0,2,3,8.21,8.33,-0.13,26.11,29.1,-2.99
1573,561,烽火电子,9.69,1.47,-0.094,-0.308,-5.69,1.017,0.589,0.517,-0.314,0,2,4,9.1,11.04,-1.94,19.86,20.18,-0.32
1574,27,深圳能源,6.72,0.3,-0.094,-0.049,-9.36,0.046,0.335,-0.381,-0.304,0,2,3,1.92,7.73,-5.81,26.72,28.26,-1.54
1575,600064,南京高科,12.18,-0.08,-0.095,-0.063,-14.25,-0.124,0.059,-0.047,-0.054,0,1,4,4.92,11.17,-6.26,25.95,29.98,-4.03
1576,300303,聚飞光电,19,-0.58,-0.095,-0.589,-8.25,-0.354,-1.518,-1.307,-3.284,0,2,4,0,1.68,-1.68,15.61,17.39,-1.78
1577,2439,启明星辰,22.11,-0.81,-0.095,-0.301,-13.4,0.416,-0.102,0.404,-0.521,0,3,6,7.55,11.87,-4.32,23.17,23.9,-0.73
1578,2209,达 意 隆,9.22,1.32,-0.095,0.107,-3.73,-0.088,0.153,-0.518,-0.648,0,1,1,0,0,0,7.4,11.58,-4.18
1579,333,美的集团,22.25,1,-0.095,0.037,-6.09,-0.56,-0.582,-0.72,-0.949,0,0,3,8.66,9.55,-0.89,22.33,29.17,-6.83
1580,600101,明星电力,8.49,0.12,-0.096,-0.082,-5.84,-0.265,0.315,0.275,0.496,0,1,5,6.47,0,6.47,22.35,33.02,-10.67
1581,300001,特锐德,20.23,-0.88,-0.096,-0.177,-19.46,-0.309,-0.175,-0.683,0.183,0,2,4,1.73,7.05,-5.32,18.16,24.39,-6.23
1582,600265,ST景谷,11.19,0.27,-0.097,-0.102,-16.1,-0.243,-0.044,-0.197,-0.198,0,2,3,0,0,0,8.56,21.97,-13.41
1583,718,苏宁环球,5.26,-0.38,-0.097,-0.119,-18.72,0.22,0.307,0.164,0.411,0,4,6,5.37,9.1,-3.73,38.05,42.87,-4.82
1584,601058,赛轮股份,14.39,-0.28,-0.098,-0.171,-14.63,-0.372,-0.232,-0.524,-0.534,0,2,4,6.45,1.89,4.56,30.24,41.39,-11.15
1585,600622,嘉宝集团,6.92,0.29,-0.098,-0.041,-7.25,-0.054,0.044,0.016,-0.008,0,2,6,2.48,0,2.48,18.2,27.06,-8.86
1586,600326,西藏天路,7.29,-0.27,-0.098,-0.178,-6.49,-0.756,-0.751,-5.027,-6.322,0,2,2,0,8.33,-8.33,20.55,16.39,4.16
1587,600863,内蒙华电,2.87,0.35,-0.099,-0.166,-6.68,0.187,0.406,-0.51,-0.651,0,3,4,10.42,10.62,-0.2,22.3,25.64,-3.34
1588,600687,刚泰控股,13.18,0,-0.099,0.274,0.4,0.146,0.843,-0.697,-0.465,0,3,3,11.18,13.21,-2.04,16.29,17.37,-1.09
1589,600291,西水股份,11.2,-0.27,-0.099,-0.275,-14.23,-0.731,-0.488,-1.178,-1.134,0,0,1,7.27,3.89,3.38,22.35,31.65,-9.3
1590,2630,华西能源,21.82,1.49,-0.099,-0.01,-4.74,-1.878,-2.655,-2.765,-3.92,0,0,0,9.67,6.5,3.17,27.11,34.6,-7.49
1591,2584,西陇化工,17.21,-0.52,-0.099,-0.37,-10.21,0.096,-0.368,2.003,1.043,0,2,6,0,3.59,-3.59,18.1,19.51,-1.41
1592,2096,南岭民爆,11.1,-0.27,-0.099,-0.111,-11.25,-0.01,0.33,-0.097,-0.033,0,2,4,0,0,0,13.15,22.13,-8.98
1593,728,国元证券,13.35,-0.15,-0.099,-0.206,-12.49,-0.199,-0.206,-0.58,-0.997,0,2,4,13.28,14.24,-0.96,30.17,33.51,-3.33
1594,600759,洲际油气,12.01,-1.4,-0.1,-0.103,-14.23,-0.848,-0.528,-1.005,-0.624,0,0,1,11.65,20.77,-9.12,42.97,39.65,3.32
1595,600222,太龙药业,7.68,-0.9,-0.1,-0.141,-11.46,-0.393,-1.265,-0.857,-2.183,0,1,3,0.49,2.54,-2.05,20.2,25.94,-5.74
1596,600390,金瑞科技,14.39,-0.28,-0.101,-0.182,-5.18,-0.347,-0.294,-1.071,-2.119,0,1,3,2.51,5.05,-2.55,26,26.34,-0.33
1597,2253,川大智胜,28.18,-0.21,-0.101,-0.081,-9.59,0.976,1.388,0.396,0.39,0,4,4,2.9,2.94,-0.04,17.29,24.83,-7.54
1598,600976,武汉健民,25.58,-0.35,-0.102,-0.235,-25.59,-0.051,-0.064,-0.509,-0.432,0,2,2,13.53,15.81,-2.28,41.38,45.1,-3.72
1599,600750,江中药业,17.71,-0.45,-0.102,-0.183,-17.23,-0.4,-0.379,-0.683,-0.805,0,0,2,0.66,3.62,-2.96,17.81,25.64,-7.83
1600,2628,成都路桥,4.71,0.21,-0.102,-0.359,-8.82,0.246,-0.781,-0.515,-2.905,0,2,3,0,0,0,22.85,26.79,-3.94
1601,2450,康得新,27.65,-0.47,-0.102,-0.038,-19.49,-0.455,-0.539,-0.436,-0.589,0,1,4,10.11,16.22,-6.11,27.83,36.45,-8.62
1602,2437,誉衡药业,56.41,-0.25,-0.102,0.007,-12.3,-0.015,0.12,-0.363,-0.337,0,2,2,2.83,4.93,-2.1,24.14,34.72,-10.58
1603,667,美好集团,2.08,-0.48,-0.102,-0.208,-15.85,-0.275,-0.349,-0.716,-1.273,0,2,3,6.64,6.7,-0.06,28.48,35.19,-6.71
1604,600775,南京熊猫,10.69,1.52,-0.103,-0.07,-4.76,-1.779,-1.603,-2.735,-1.667,0,0,1,3.35,7.9,-4.55,31.65,30.4,1.25
1605,600723,首商股份,6.78,-0.15,-0.103,-0.053,-10.42,0.222,0.355,0.057,0.12,0,4,5,3.2,7.1,-3.89,17.52,22.48,-4.95
1606,2716,金贵银业,25.94,0.43,-0.103,0.254,-0.36,-0.524,0.578,-3.16,-4.536,0,2,2,5.19,1.04,4.15,16.12,21.46,-5.34
1607,2237,恒邦股份,14.78,0.61,-0.103,-0.004,-4.51,-0.89,-0.523,-1.519,-1.74,0,0,0,8.74,10.78,-2.04,22.29,24.63,-2.34
1608,2119,康强电子,11.32,-1.39,-0.103,-0.131,-8.52,-0.039,0.152,0.16,0.72,0,2,5,2.8,0.07,2.73,22.02,30.4,-8.37
1609,600676,交运股份,6.35,0.47,-0.104,-0.001,-9.38,-0.032,0.059,-0.116,-0.318,0,3,4,2.31,2.41,-0.1,14.8,24,-9.2
1610,600053,中江地产,9.21,-1.07,-0.104,-0.107,-27.56,0.004,0.035,0.11,0.034,0,3,5,0,0,0,13.81,33.95,-20.14
1611,600010,包钢股份,5.05,0.6,-0.104,-0.034,-8.92,0.195,0.211,-0.62,-0.751,0,3,3,37.16,46.25,-9.09,26.49,22.8,3.68
1612,300378,鼎捷软件,28.1,0.57,-0.104,-0.169,-2.43,-0.238,-0.771,-0.46,-2.265,0,1,3,0,0,0,18.46,20.17,-1.71
1613,300139,福星晓程,45.85,-0.71,-0.104,-0.128,-16.18,-0.167,-0.276,0.296,0.059,0,2,6,3.27,12.01,-8.74,39.44,38.18,1.26
1614,600543,莫高股份,7.84,-0.13,-0.106,-0.07,-7.78,-0.146,0.13,0.091,0.202,0,1,5,0,4.11,-4.11,28.71,30.52,-1.81
1615,300087,荃银高科,11.17,-1.06,-0.106,-0.328,-4.84,1.332,2.679,1.267,0.913,0,4,5,0.5,0,0.5,10.32,14.14,-3.81
1616,2478,常宝股份,10.9,-0.27,-0.106,-0.152,-14.12,-0.058,0.286,-0.214,-0.378,0,3,4,0,0,0,20.92,30.23,-9.31
1617,2408,齐翔腾达,16.39,0.24,-0.106,-0.068,-14.43,-0.14,-0.099,-0.315,-0.371,0,3,4,5.82,4.48,1.34,20,32.38,-12.38
1618,610,西安旅游,8.2,-0.12,-0.106,-0.236,-8.11,0.419,0.998,-0.194,-0.149,0,3,5,0,0,0,17.56,22.6,-5.04
1619,600284,浦东建设,9.98,0.71,-0.107,-0.026,-4.9,-0.55,-0.239,-0.774,-0.547,0,1,2,1.47,4.82,-3.35,23.06,24.16,-1.11
1620,2075,沙钢股份,4,-0.25,-0.107,-0.13,-28.3,-0.471,-0.396,-1.012,-1.158,0,1,1,8.58,16.25,-7.67,27.49,34.05,-6.57
1621,726,鲁  泰Ａ,9.41,0,-0.107,-0.344,-8.78,-0.177,-0.411,-1.215,-1.496,0,1,1,5.04,3.12,1.92,22.6,28.14,-5.54
1622,601718,际华集团,3.33,-0.3,-0.108,-0.084,-11.12,0.225,0.257,0.01,0.129,0,2,3,8.26,14.28,-6.02,21.42,23.21,-1.79
1623,600638,新黄浦,13.91,-0.14,-0.108,-0.077,-27.07,-0.205,-0.113,-0.363,-0.343,0,1,1,6.49,8.46,-1.98,26.27,41.97,-15.7
1624,2286,保龄宝,9.24,1.54,-0.108,-0.403,-4.91,-1.124,-2.043,-2.677,-4.859,0,2,2,5.66,2.09,3.58,12.15,18.25,-6.1
1625,893,东凌粮油,12.18,1.92,-0.108,-0.019,-2.75,-1.339,-3.018,-3.124,-6.312,0,0,1,15.12,18.03,-2.91,23.59,23.08,0.52
1626,887,中鼎股份,11.42,1.24,-0.108,0.042,-0.5,-0.303,-0.53,-0.706,-0.894,0,2,3,30.64,39.56,-8.92,34.62,29.83,4.79
1627,652,泰达股份,4.48,0,-0.108,-0.144,-10.26,-0.748,-0.806,-0.67,-0.972,0,0,1,1.47,8.5,-7.03,23.61,23.14,0.48
1628,596,古井贡酒,28.02,0,-0.108,-0.187,-18.09,0.324,0,0.48,-0.277,0,2,6,8.16,10.73,-2.58,29.67,34.77,-5.09
1629,601233,桐昆股份,6.91,0.29,-0.109,-0.041,-18.69,-0.354,-0.255,-0.726,-0.606,0,0,1,8.17,5.67,2.5,20.39,38.27,-17.87
1630,600865,百大集团,7.09,0,-0.109,-0.202,-10.44,-0.532,-0.591,-0.49,-0.219,0,1,4,6.69,2.79,3.9,20.03,29.67,-9.65
1631,600618,氯碱化工,8.7,-0.34,-0.109,-0.091,-14.91,-0.117,0.146,0.317,0.597,0,2,5,0,2.04,-2.04,15.59,25.61,-10.02
1632,600489,中金黄金,8.62,0.23,-0.109,-0.094,-13.72,-0.131,-0.002,-0.303,-0.12,0,2,3,8.02,20.02,-12,28.5,25.04,3.46
1633,600252,中恒集团,13.01,0.31,-0.109,-0.161,-16.47,-0.473,-0.339,-0.85,-0.667,0,1,1,10.32,10.55,-0.23,30.35,37.39,-7.04
1634,2129,中环股份,23.94,0,-0.109,-0.124,-20.51,-0.517,-0.28,-0.424,-0.247,0,1,4,7.33,15.18,-7.84,36.73,38.36,-1.63
1635,990,诚志股份,15.97,0.13,-0.109,0.03,-10.76,0.323,0.244,0.252,0.135,0,4,6,0,6.58,-6.58,27.62,33.59,-5.97
1636,600487,亨通光电,17.74,-1.28,-0.11,-0.018,-8.56,0.098,1.451,-0.102,1.347,0,2,3,1.43,3.46,-2.03,17.25,23.37,-6.12
1637,600038,哈飞股份,33.48,-1.41,-0.11,-0.101,-10.04,0.389,0.445,0.531,0.523,0,4,7,10.02,13.7,-3.68,34.23,36,-1.78
1638,2513,蓝丰生化,11.06,0.09,-0.11,-0.276,-8.59,0.7,0.051,0.595,-0.499,0,4,6,7.01,9.19,-2.18,21.06,22.86,-1.8
1639,2091,江苏国泰,16.26,-0.31,-0.111,-0.158,-10.23,-0.43,-0.18,-1.523,-1.693,0,0,2,0.03,0.36,-0.32,18.89,25.7,-6.81
1640,860,顺鑫农业,15.65,0.06,-0.111,-0.762,-37.97,-0.189,-0.837,-0.743,-1.637,0,1,3,5,7.92,-2.92,25.82,29.94,-4.12
1641,600082,海泰发展,5.27,-0.94,-0.112,-0.039,-3.8,-0.327,0.416,-0.509,0.372,0,2,4,1.71,1.88,-0.17,18.72,21.96,-3.24
1642,300358,楚天科技,44.92,2.18,-0.112,0.108,-0.96,-1.307,-2.042,-4.686,-6.783,0,1,3,1.63,2.08,-0.44,19.91,20.81,-0.91
1643,883,湖北能源,7.17,0.84,-0.112,-0.183,-26.04,-0.194,-0.161,-0.177,-0.372,0,1,3,15.78,26.67,-10.89,35.53,32.66,2.87
1644,801,四川九洲,18.74,-0.58,-0.112,-0.089,-23.08,-0.857,-0.552,-1.43,-1.346,0,0,1,0,7.42,-7.42,22.75,32.04,-9.28
1645,789,江西水泥,9.99,0,-0.112,-0.118,-11.12,0.087,0.066,-0.13,-0.298,0,3,6,2.11,6.79,-4.68,29.57,31.86,-2.29
1646,300158,振东制药,15.35,0,-0.113,-0.187,-8.2,-0.148,0.299,-1.598,-2.044,0,1,1,0,0,0,13.65,19.73,-6.08
1647,2124,天邦股份,11.5,0.09,-0.113,-0.197,-16.39,-0.189,-0.208,-0.221,-0.18,0,2,5,7.31,8.65,-1.34,38.7,43.04,-4.34
1648,895,双汇发展,36.13,0.11,-0.113,-0.029,-17.18,-0.139,-0.011,-0.401,-0.489,0,2,3,8.03,17.08,-9.05,32.23,37.02,-4.79
1649,669,金鸿能源,20.56,0.54,-0.113,-0.112,-14.97,-0.662,-0.673,-1.095,-1.248,0,1,2,0.03,0.09,-0.06,22.84,33.4,-10.56
1650,600423,柳化股份,5.39,2.86,-0.114,0.209,-0.84,-0.777,0.457,-0.229,1.394,0,2,6,0.33,0.85,-0.52,26.84,29.44,-2.6
1651,600372,中航电子,26,-1.18,-0.114,-0.134,-20.75,-0.424,-0.34,-0.467,-0.547,0,1,2,7.18,17.19,-10.01,34.27,34.36,-0.09
1652,2182,云海金属,9.57,0.1,-0.114,-0.185,-3.41,1.027,1.565,0.52,-0.748,0,4,5,3.13,0,3.13,19.84,25.16,-5.32
1653,600567,山鹰纸业,2.22,0.45,-0.115,-0.073,-6.88,0.257,0.238,0.595,0.76,0,3,7,4.22,13.67,-9.45,22.4,18.37,4.03
1654,600226,升华拜克,8.47,1.19,-0.115,-0.07,-6,0.835,1.012,0.92,0.919,0,2,4,0,4.15,-4.15,22.01,22.81,-0.8
1655,300339,润和软件,20.46,-0.2,-0.115,-0.392,-8.09,-1.314,-2.001,0.082,-1.136,0,0,4,5.26,9.59,-4.34,18.07,17.37,0.69
1656,700,模塑科技,12.56,0.16,-0.115,-0.094,-8.09,-0.116,-0.103,-1.086,-1.78,0,2,3,1.93,3.66,-1.73,12.84,17.91,-5.07
1657,601992,金隅股份,6.59,-0.3,-0.116,-0.137,-26.32,0.03,0.074,-0.15,-0.12,0,4,4,8.42,17.54,-9.12,30.91,34.52,-3.62
1658,600343,航天动力,14.61,0.07,-0.116,-0.255,-5.82,-0.305,-0.139,-1.415,-1.628,0,1,3,22.8,21.29,1.51,16.85,20.65,-3.8
1659,600196,复星医药,19.21,-0.41,-0.116,-0.126,-14.03,0.244,0.278,-0.308,-0.284,0,3,4,13.27,16.3,-3.03,27.13,31.54,-4.42
1660,300234,开尔新材,15.89,-0.81,-0.116,-0.577,-8.77,-0.196,-1.979,-2.369,-8.761,0,2,2,2.13,2.75,-0.63,15.09,18.37,-3.28
1661,2671,龙泉股份,9.61,-0.93,-0.116,-1.83,-8.59,0.409,-2.425,-0.576,-3.978,0,2,3,3.57,1.8,1.78,10.97,14.8,-3.83
1662,600651,飞乐音响,8.25,-0.6,-0.117,-0.159,-14.48,0.001,0.03,-0.238,-0.646,0,2,4,0,11.19,-11.19,17.25,16.32,0.92
1663,2458,益生股份,12.89,-1.98,-0.117,-0.306,-13.72,-0.119,-0.568,-0.672,-1.764,0,2,3,0,0,0,8.7,18.16,-9.46
1664,2262,恩华药业,25.78,-1.53,-0.117,-0.211,-18.52,-0.41,-0.908,-0.283,-0.689,0,0,4,0.75,1.06,-0.32,23.54,33.45,-9.91
1665,2094,青岛金王,15,-0.53,-0.117,-0.246,-11.71,-0.766,-0.83,-0.981,-1.518,0,1,3,0,0.27,-0.27,15.41,22.8,-7.39
1666,877,天山股份,6.54,0.15,-0.117,-0.092,-9.37,-0.228,0.181,-0.565,-0.312,0,2,4,6.29,10.46,-4.17,34.17,35.74,-1.57
1667,600970,中材国际,7.8,-0.26,-0.118,-0.1,-19.19,-0.143,0.006,-0.355,-0.167,0,1,2,0.51,3.9,-3.38,25.93,35.95,-10.02
1668,2158,汉钟精机,18.66,-1.32,-0.118,-0.108,-21.47,-0.085,0.057,-0.295,-0.567,0,2,3,0.03,2.65,-2.62,18.64,31.89,-13.25
